Id,Name,PictureUri,AvailableStock,IsAvailable,Price,Description
9b1552d4-8523-40e7-bb32-88d328f1d91b,Nitrogen,http://dummyimage.com/229x100.png/ff4444/ffffff,499,false,1636.98,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
a5871231-1d83-45f0-9dc4-3565563caf8b,Shagbark Hickory,http://dummyimage.com/210x100.png/cc0000/ffffff,962,true,2378.22,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
02e19b15-a339-4528-9afe-d0d6aa04ac31,nitric oxide,http://dummyimage.com/102x100.png/cc0000/ffffff,835,false,2536.02,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis."
72ec6064-986d-4a97-92af-927712e4d5fc,Hydrocodone Bitartrate And Acetaminophen,http://dummyimage.com/244x100.png/dddddd/000000,792,false,8748.2,Curabitur at ipsum ac tellus semper interdum.
8b42ec02-e3b6-4e31-8068-e5768b7428a9,"Octinoxate, TITANIUM DIOXIDE, and ZINC OXIDE",http://dummyimage.com/164x100.png/cc0000/ffffff,825,false,5547.35,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
24e5ad9b-55b2-4ecc-bb27-0098787ac8d7,CEFEPIME,http://dummyimage.com/204x100.png/ff4444/ffffff,144,true,7246.55,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
f187c425-7974-4188-9f0c-1e09f56a677d,"Chlophedianol Hydrochloride, Chlorcyclizine Hydrochloride",http://dummyimage.com/117x100.png/dddddd/000000,818,true,3043.27,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
236982e8-c078-48d0-a745-11ba49db6fb2,PRAVASTATIN SODIUM,http://dummyimage.com/150x100.png/cc0000/ffffff,961,true,8147.24,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
09d57960-cff3-4048-ae72-c58bdc3c1898,Calcium polycarbophil,http://dummyimage.com/198x100.png/ff4444/ffffff,331,true,9576.96,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
26ea528f-51fb-4ebb-b0a7-c8bb83d79fd5,Pyrantal pamoate,http://dummyimage.com/179x100.png/dddddd/000000,912,false,1416.15,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
c6e93eea-cded-4a1e-9f29-d748e39a593a,Zinc Oxide,http://dummyimage.com/152x100.png/cc0000/ffffff,991,false,5548.12,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
2544fdb9-244e-44cc-9fed-60ce4726e04f,TITANIUM DIOXIDE,http://dummyimage.com/214x100.png/cc0000/ffffff,486,true,3173.11,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
e5a62bac-9eae-4e3e-b02c-9af0fd6374a9,"ETHYLHEXYL METHOXYCINNAMATE, Zinc Oxide, Ethylhexy Salicate, TITANUIM DIOXIDE, Bis-ethylhexyloxyphenol methoxyphenyl triazine",http://dummyimage.com/109x100.png/ff4444/ffffff,843,true,4995.37,Nunc purus.
f38d4978-9e88-48ff-ba69-56d505ef9b6e,"Chlophedianol Hydrochloride, Guaifenesin, and Pseudoephedrine Hydrochloride",http://dummyimage.com/154x100.png/cc0000/ffffff,473,false,7855.23,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
ffbbe0fa-267a-43cc-a7ff-bb5f3ddfef82,Escitalopram oxalate,http://dummyimage.com/141x100.png/5fa2dd/ffffff,580,false,6389.06,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."
98a72314-93e6-40aa-8e72-826a766bffc5,butalbital and acetaminophen,http://dummyimage.com/226x100.png/ff4444/ffffff,77,true,9297.79,Maecenas ut massa quis augue luctus tincidunt.
4b8d80e5-defb-4d92-b0ae-b8a1f91d7219,Telmisartan,http://dummyimage.com/168x100.png/cc0000/ffffff,828,true,7369.0,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
9632a6f1-7f95-4528-9bae-5d929de515a2,Nizatidine,http://dummyimage.com/147x100.png/cc0000/ffffff,45,false,1327.78,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
20705049-baf1-4b61-a157-7cb3a8507125,"Acetaminophen, Dextromethorphan HBr, Doxylamine succinate",http://dummyimage.com/212x100.png/dddddd/000000,948,false,6306.94,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis."
b811306d-d6be-4d04-af90-a24abc4ed1c9,"TITANIUM DIOXIDE, OCTINOXATE",http://dummyimage.com/102x100.png/5fa2dd/ffffff,903,true,1239.0,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet."
954c2ee6-1bc9-4b35-ad99-e6277c393cec,BENZALKONIUM CHLORIDE,http://dummyimage.com/198x100.png/ff4444/ffffff,229,false,8098.64,Praesent blandit.
a710a880-5bb7-42dd-8a45-a19a8eb7b97f,amlodipine besylate and atorvastatin calcium,http://dummyimage.com/233x100.png/5fa2dd/ffffff,70,true,2463.09,Nunc rhoncus dui vel sem.
fbd06f79-ff42-4e21-a0a2-9316964fe2d0,OXYBUTYNIN CHLORIDE,http://dummyimage.com/237x100.png/5fa2dd/ffffff,625,true,1503.25,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
c66d2791-abeb-40cc-94ce-7d0e1cc3d383,Aspirin,http://dummyimage.com/195x100.png/cc0000/ffffff,509,true,4340.26,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
c3559328-08cc-4631-9f94-6b8a74c527a5,risedronate sodium,http://dummyimage.com/247x100.png/cc0000/ffffff,921,true,3353.66,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
5df16707-a276-4816-b733-0d9618830af9,Escitalopram Oxalate,http://dummyimage.com/204x100.png/cc0000/ffffff,77,true,7560.0,Sed accumsan felis. Ut at dolor quis odio consequat varius.
367e204c-2af1-420d-9acd-a976c343961d,fentanyl,http://dummyimage.com/165x100.png/5fa2dd/ffffff,598,false,8634.76,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit."
c079330e-eace-405f-b59e-0d7cd5f6a32e,"Zinc Oxide, Titanium Dioxide",http://dummyimage.com/123x100.png/cc0000/ffffff,62,true,1243.29,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
34f43fe6-1039-439a-8777-41cf4de12812,furosemide,http://dummyimage.com/200x100.png/ff4444/ffffff,543,false,4229.47,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
ac36fc27-2a51-4915-b8e8-00b06c32c8be,Meclizine HCl,http://dummyimage.com/140x100.png/cc0000/ffffff,745,false,5415.89,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
addda0ee-94b9-4cf5-9f3f-64c5da079ed0,TEMAZEPAM,http://dummyimage.com/228x100.png/cc0000/ffffff,209,true,1957.41,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
b9264d13-90ff-4f8f-a7d4-c1ddd6bd84a2,Amlodipine Besylate,http://dummyimage.com/182x100.png/5fa2dd/ffffff,712,true,6027.01,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis."
905cc411-2efe-4650-86b4-89055fb4428a,calcipotriene,http://dummyimage.com/178x100.png/5fa2dd/ffffff,215,false,6143.41,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.
2ef1212b-fd60-441b-8827-d74575d26487,"Aceticum acidum, Colchicum autumnale, Lacticum acidum, Lycopodium clavatum, Phosphoricum acidum, Phosphorus, Syzgium jambolanum, Uranium nitricum",http://dummyimage.com/145x100.png/ff4444/ffffff,119,false,2947.95,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
c19c4473-f1fe-48d1-a016-d7a9540e0393,Alprazolam,http://dummyimage.com/116x100.png/dddddd/000000,642,true,8217.71,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
5ed0bcb8-6851-4cc8-abc9-fbd0a76a1f88,ATORVASTATIN CALCIUM,http://dummyimage.com/139x100.png/cc0000/ffffff,42,true,1983.72,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
1b23cf56-580c-4230-97b3-b6e75ebb3180,AZITHROMYCIN,http://dummyimage.com/190x100.png/cc0000/ffffff,888,false,1241.01,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros."
1af02abe-f67e-452e-b10d-a662642935aa,Entacapone,http://dummyimage.com/173x100.png/5fa2dd/ffffff,864,false,3582.09,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
98f7e284-6ace-4908-8ac9-76b5e4fee16b,"Acetaminophen, Chlorpheniramine maleate, Phenylephrine HCl",http://dummyimage.com/226x100.png/cc0000/ffffff,812,false,1277.98,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
beb1d817-ff63-4ea1-b335-8b1b4658a51f,nitrofurantoin (macrocrystals),http://dummyimage.com/122x100.png/ff4444/ffffff,438,true,5944.7,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
0e19d6b3-a051-410c-9ae6-36e6829bd080,DOXEPIN HYDROCHLORIDE,http://dummyimage.com/156x100.png/5fa2dd/ffffff,693,false,8459.57,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.
2a6c1a46-1c73-42a6-8cef-48d6df45efa6,ASAFETIDA,http://dummyimage.com/162x100.png/ff4444/ffffff,75,true,4994.33,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
a2e9f16c-56a8-4333-a384-ff3acb23d23d,ZINC OXIDE,http://dummyimage.com/141x100.png/ff4444/ffffff,221,false,9598.85,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
621be45e-8e6d-4c14-b6d9-cf964a76b7f9,OXYGEN,http://dummyimage.com/242x100.png/cc0000/ffffff,326,true,5459.57,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
